,Protein IDs,Fasta headers,diff,Intensity Pynd_5FC_Ub,Intensity Control_Ub
1571,['YJL136C'],"['>YJL136C RPS21B SGDID:S000003672, Chr X from 156789-156550,157273-157250, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S21, no bacterial homolog', '']",-4.615188654392892,20.132826026167415,24.748014680560306
2518,['YOL039W'],"['>YOL039W RPP2A SGDID:S000005399, Chr XV from 254297-254617, Genome Release 64-2-1, Verified ORF, Ribosomal protein P2 alpha', 'a component of the ribosomal stalk, which is involved in the interaction between translational elongation factors and the ribosome']",-4.612835386989346,22.5584749000155,27.171310287004847
2337,['YNL079C'],"['>YNL079C TPM1 SGDID:S000005023, Chr XIV from 479165-478566, Genome Release 64-2-1, reverse complement, Verified ORF, Major isoform of tropomyosin', 'binds to and stabilizes actin cables and filaments, which direct polarized cell growth and the distribution']",-4.608323067395467,19.51045899056193,24.118782057957397
1927,['YLR150W'],"['>YLR150W STM1 SGDID:S000004140, Chr XII from 440467-441288, Genome Release 64-2-1, Verified ORF, Protein required for optimal translation under nutrient stress', 'perturbs association of Yef3p with ribosomes', 'involved in TOR signaling', 'binds G4 quadruplex a']",-4.596450453125289,23.702925978314735,28.299376431440024
1668,['YJR139C'],"['>YJR139C HOM6 SGDID:S000003900, Chr X from 690524-689445, Genome Release 64-2-1, reverse complement, Verified ORF, Homoserine dehydrogenase (L-homoserine:NADP oxidoreductase)', 'dimeric enzyme that catalyzes the third step in the common pathway for methioni']",-4.594342409489183,21.13696108231386,25.731303491803043
239,"['YNL030W', 'YBR009C']","['>YNL030W HHF2 SGDID:S000004975, Chr XIV from 576727-577038, Genome Release 64-2-1, Verified ORF, Histone H4', 'core histone protein required for chromatin assembly and chromosome function', 'one of two identical histone proteins (see also HHF1)', 'contributes t']",-4.587083237131402,22.487409259807126,27.07449249693853
2115,['YML073C'],"['>YML073C RPL6A SGDID:S000004538, Chr XIII from 123742-123227,124172-124158, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L6A', 'N-terminally acetylated', 'binds 5.8S rRNA', 'homologous to mammalian ribosomal protein L6,']",-4.5862694784333335,21.25931341024535,25.845582888678685
2007,['YLR325C'],"['>YLR325C RPL38 SGDID:S000004317, Chr XII from 781379-781143, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L38', 'homologous to mammalian ribosomal protein L38, no bacterial homolog']",-4.572052437956344,22.481878248079273,27.053930686035617
1341,['YHR072W-A'],"['>YHR072W-A NOP10 SGDID:S000007455, Chr VIII from 241664-241840, Genome Release 64-2-1, Verified ORF, Subunit of box H/ACA snoRNP complex', 'required for pseudouridylation and processing of pre-18S rRNA']",-4.57140270490191,17.745569289963218,22.316971994865128
1335,['YHR064C'],"['>YHR064C SSZ1 SGDID:S000001106, Chr VIII from 227141-225525, Genome Release 64-2-1, reverse complement, Verified ORF, Hsp70 protein that interacts with Zuo1p (a DnaJ homolog)', 'interacts with Zuo1p to form a ribosome-associated complex that binds the ribos']",-4.570737589012669,21.910423147753257,26.481160736765926
1512,['YJL014W'],"['>YJL014W CCT3 SGDID:S000003551, Chr X from 407558-409162, Genome Release 64-2-1, Verified ORF, Subunit of the cytosolic chaperonin Cct ring complex', 'related to Tcp1p, required for the assembly of actin and tubulins in vivo', 'capable of binding Q/N rich pro']",-4.559858818440684,19.341366797152595,23.90122561559328
2373,['YNL138W'],"['>YNL138W SRV2 SGDID:S000005082, Chr XIV from 366741-368321, Genome Release 64-2-1, Verified ORF, CAP (cyclase-associated protein)', 'N-terminus binds adenylate cyclase and facilitates activation by RAS', 'N-terminus forms novel hexameric star-shaped shuriken']",-4.546553598683243,17.41121304390041,21.957766642583653
2288,['YMR309C'],"['>YMR309C NIP1 SGDID:S000004926, Chr XIII from 895426-892988, Genome Release 64-2-1, reverse complement, Verified ORF, eIF3c subunit of the eukaryotic translation initiation factor 3 (eIF3)', 'involved in the assembly of preinitiation complex and start codon']",-4.5382152716994675,19.52560109592315,24.063816367622618
1238,['YGR211W'],"['>YGR211W ZPR1 SGDID:S000003443, Chr VII from 915241-916701, Genome Release 64-2-1, Verified ORF, Essential protein with two zinc fingers', 'present in the nucleus of growing cells but relocates to the cytoplasm in starved cells via a process mediated by Cpr']",-4.526623736937232,18.083219602226116,22.609843339163348
1324,['YHR042W'],"['>YHR042W NCP1 SGDID:S000001084, Chr VIII from 190543-192618, Genome Release 64-2-1, Verified ORF, NADP-cytochrome P450 reductase', 'involved in ergosterol biosynthesis', 'associated and coordinately regulated with Erg11p']",-4.523818931178845,18.382370722203994,22.90618965338284
749,['YDR372C'],"['>YDR372C VPS74 SGDID:S000002780, Chr IV from 1222149-1221112, Genome Release 64-2-1, reverse complement, Verified ORF, Golgi phosphatidylinositol-4-kinase effector and PtdIns4P sensor', 'interacts with the cytosolic domains of cis and medial glycosyltransfe']",-4.522570330952554,20.725506057474732,25.248076388427286
2755,['YOR369C'],"['>YOR369C RPS12 SGDID:S000005896, Chr XV from 1028625-1028194, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S12, no bacterial homolog']",-4.506037020701189,23.338241285080006,27.844278305781195
2395,['YNL178W'],"['>YNL178W RPS3 SGDID:S000005122, Chr XIV from 302680-303402, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'has apurinic/apyrimidinic (AP) endonuclease activity', 'essential for viability', 'homologous to mammalian']",-4.505269237549882,24.45963973390291,28.964908971452793
736,"['YDR353W', 'YHR106W']","['>YDR353W TRR1 SGDID:S000002761, Chr IV from 1183299-1184258, Genome Release 64-2-1, Verified ORF, Cytoplasmic thioredoxin reductase', 'key regulatory enzyme that determines the redox state of the thioredoxin system, which acts as a disulfide reductase syste']",-4.500398027173194,20.433287945904272,24.933685973077466
1996,['YLR301W'],"['>YLR301W HRI1 SGDID:S000004292, Chr XII from 730825-731559, Genome Release 64-2-1, Verified ORF, Protein of unknown function that interacts with Sec72p and Hrr25p']",-4.4961295336210725,18.735357692596175,23.231487226217247
2710,['YOR270C'],"['>YOR270C VPH1 SGDID:S000005796, Chr XV from 830574-828052, Genome Release 64-2-1, reverse complement, Verified ORF, Subunit a of vacuolar-ATPase V0 domain', 'one of two isoforms (Vph1p and Stv1p)', 'Vph1p is located in V-ATPase complexes of the vacuole while']",-4.485241716323209,20.03146967933212,24.516711395655328
2823,['YPL143W'],"['>YPL143W RPL33A SGDID:S000006064, Chr XVI from 282122-282140,282666-282970, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L33A', 'N-terminally acetylated', 'rpl33a null mutant exhibits slow growth while rpl33a rpl33b double null mutant is']",-4.484464960060166,23.38903153397273,27.873496494032896
1029,['YFR053C'],"['>YFR053C HXK1 SGDID:S000001949, Chr VI from 255049-253592, Genome Release 64-2-1, reverse complement, Verified ORF, Hexokinase isoenzyme 1', 'a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism', 'expression is highest duri']",-4.482794464157095,20.6154895501335,25.098284014290595
2439,['YNL271C'],"['>YNL271C BNI1 SGDID:S000005215, Chr XIV from 135383-129522, Genome Release 64-2-1, reverse complement, Verified ORF, Formin', 'polarisome component', 'nucleates the formation of linear actin filaments, involved in cell processes such as budding and mitotic sp']",-4.481610303551861,17.563091975803072,22.044702279354933
2519,['YOL040C'],"['>YOL040C RPS15 SGDID:S000005400, Chr XV from 253577-253149, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S15 and bacterial S19']",-4.477102496019544,23.868347826633638,28.345450322653182
216,"['YER102W', 'YBL072C']","['>YER102W RPS8B SGDID:S000000904, Chr V from 363100-363702, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S8, no bacterial homolog', 'RPS8B has a paralog, RPS8A, that ar']",-4.474008917652274,24.216082702568418,28.69009162022069
2329,['YNL069C'],"['>YNL069C RPL16B SGDID:S000005013, Chr XIV from 494524-493956,495001-494974, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L16B', 'N-terminally acetylated, binds 5.8 S rRNA', 'transcriptionally regulated by Rap1p', 'homol']",-4.466839240468669,23.425600092651678,27.892439333120347
1022,['YFR044C'],"['>YFR044C DUG1 SGDID:S000001940, Chr VI from 241437-239992, Genome Release 64-2-1, reverse complement, Verified ORF, Cys-Gly metallo-di-peptidase', 'forms a complex with Dug2p and Dug3p to degrade glutathione (GSH) and other peptides containing a gamma-glu-X']",-4.466326489141661,20.211931059297953,24.678257548439614
1479,['YIL145C'],"['>YIL145C PAN6 SGDID:S000001407, Chr IX from 77283-76354, Genome Release 64-2-1, reverse complement, Verified ORF, Pantothenate synthase', 'also known as pantoate-beta-alanine ligase, required for pantothenic acid biosynthesis, deletion causes pantothenic ac']",-4.442505548136634,17.00371554006255,21.446221088199184
905,"['YIL069C', 'YER074W']","['>YIL069C RPS24B SGDID:S000001331, Chr IX from 231957-231553,232369-232367, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S24, no bacterial homolog']",-4.438571130562572,23.089485395618297,27.52805652618087
600,['YDR064W'],"['>YDR064W RPS13 SGDID:S000002471, Chr IV from 579458-579478,580018-580452, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S13 and bacterial S15']",-4.431184447996149,23.46351140192081,27.89469584991696
1948,['YLR197W'],"['>YLR197W NOP56 SGDID:S000004187, Chr XII from 546097-547611, Genome Release 64-2-1, Verified ORF, Essential evolutionarily-conserved nucleolar protein', 'component of the box C/D snoRNP complexes that direct 2-O-methylation of pre-rRNA during its maturatio']",-4.409542998856253,20.85559242160218,25.26513542045843
149,['YAL035W'],"['>YAL035W FUN12 SGDID:S000000033, Chr I from 76427-79435, Genome Release 64-2-1, Verified ORF, Translation initiation factor eIF5B', 'GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining', 'promotes GTP-dependent maturation of 1']",-4.40714814867945,19.59205913752009,23.99920728619954
440,['YCR084C'],"['>YCR084C TUP1 SGDID:S000000680, Chr III from 262452-260311, Genome Release 64-2-1, reverse complement, Verified ORF, General repressor of transcription', 'forms complex with Cyc8p, involved in the establishment of repressive chromatin structure through inte']",-4.4005223118599766,18.40212105214051,22.802643364000488
994,['YFL045C'],"['>YFL045C SEC53 SGDID:S000001849, Chr VI from 44392-43628, Genome Release 64-2-1, reverse complement, Verified ORF, Phosphomannomutase', 'involved in synthesis of GDP-mannose and dolichol-phosphate-mannose', 'required for folding and glycosylation of secretory']",-4.386663170897126,21.427621803298894,25.81428497419602
1107,['YGL189C'],"['>YGL189C RPS26A SGDID:S000003157, Chr VII from 148588-148229, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S26, no bacterial homolog', 'RPS26A has']",-4.362988140210156,23.03545221888237,27.398440359092525
1143,"['YLR333C', 'YGR027C']","['>YLR333C RPS25B SGDID:S000004325, Chr XII from 795899-795573, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S25, no bacterial homolog', 'RPS25B has']",-4.362129012832341,22.35420525280822,26.716334265640562
2068,['YLR441C'],"['>YLR441C RPS1A SGDID:S000004433, Chr XII from 1018908-1018141, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal protein 10 (rp10) of the small (40S) subunit', 'homologous to mammalian ribosomal protein S3A, no bacterial homolog', 'RPS1A has']",-4.3421959537919115,21.566858623603757,25.90905457739567
2371,['YNL135C'],"['>YNL135C FPR1 SGDID:S000005079, Chr XIV from 372226-371882, Genome Release 64-2-1, reverse complement, Verified ORF, Peptidyl-prolyl cis-trans isomerase (PPIase)', 'binds to the drugs FK506 and rapamycin', 'also binds to the nonhistone chromatin binding prote']",-4.336742997820068,20.753768442144143,25.09051143996421
2796,['YPL078C'],"['>YPL078C ATP4 SGDID:S000005999, Chr XVI from 408744-408010, Genome Release 64-2-1, reverse complement, Verified ORF, Subunit b of the stator stalk of mitochondrial F1F0 ATP synthase', 'ATP synthase is a large, evolutionarily conserved enzyme complex require']",-4.336531727412389,17.699138625275914,22.035670352688303
894,"['YIL052C', 'YER056C-A']","['>YIL052C RPL34B SGDID:S000001314, Chr IX from 256554-256226,257063-257027, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L34B', 'homologous to mammalian ribosomal protein L34, no bacterial homolog', 'RPL34B has a paral']",-4.328579936103782,22.24681596880576,26.57539590490954
933,['YER120W'],"['>YER120W SCS2 SGDID:S000000922, Chr V from 401135-401869, Genome Release 64-2-1, Verified ORF, Integral ER membrane protein, regulates phospholipid metabolism', 'one of 6 proteins (Ist2p, Scs2p, Scs22p, Tcb1p, Tcb2p, Tcb3p) that connect ER to the plasma mem']",-4.324804251946862,19.708750490163048,24.03355474210991
1810,['YKR057W'],"['>YKR057W RPS21A SGDID:S000001765, Chr XI from 551657-551680,552003-552242, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S21, no bacterial homolog', 'RPS21A has a paral']",-4.310631035111491,23.83229049688829,28.142921531999782
451,['YDL014W'],"['>YDL014W NOP1 SGDID:S000002172, Chr IV from 427364-428347, Genome Release 64-2-1, Verified ORF, Histone glutamine methyltransferase, modifies H2A at Q105 in nucleolus', 'component of the small subunit processome complex, which is required for processing of']",-4.307609596417009,21.31418049233936,25.62179008875637
773,['YDR429C'],"['>YDR429C TIF35 SGDID:S000002837, Chr IV from 1325301-1324477, Genome Release 64-2-1, reverse complement, Verified ORF, eIF3g subunit of the eukaryotic translation initiation factor 3 (eIF3)', 'subunit of the core complex of eIF3', 'is essential for translatio']",-4.307531343039699,19.641335612814544,23.948866955854243
2030,"['YLR367W', 'YJL190C']","['>YLR367W RPS22B SGDID:S000004359, Chr XII from 856442-856574,857058-857317, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S15A and bacterial S8', 'RPS22B has a paralog,']",-4.3074460857827575,24.36292409089769,28.670370176680446
240,"['YNL031C', 'YBR010W']","['>YNL031C HHT2 SGDID:S000004976, Chr XIV from 576050-575640, Genome Release 64-2-1, reverse complement, Verified ORF, Histone H3', 'core histone protein required for chromatin assembly, part of heterochromatin-mediated telomeric and HM silencing', 'one of two']",-4.302086536988984,19.076267594478313,23.378354131467297
769,"['YEL054C', 'YDR418W']","['>YEL054C RPL12A SGDID:S000000780, Chr V from 53218-52721, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L12A', 'rpl12a rpl12b double mutant exhibits slow growth and slow translation', 'homologous to mammalian ribosomal']",-4.292364533798608,22.930973334844253,27.22333786864286
2351,"['YNL104C', 'YOR108W']","['>YNL104C LEU4 SGDID:S000005048, Chr XIV from 426754-424895, Genome Release 64-2-1, reverse complement, Verified ORF, Alpha-isopropylmalate synthase (2-isopropylmalate synthase)', 'the main isozyme responsible for the first step in the leucine biosynthesis p']",-4.287892620126744,18.459599714067934,22.74749233419468
272,['YBR079C'],"['>YBR079C RPG1 SGDID:S000000283, Chr II from 398277-395383, Genome Release 64-2-1, reverse complement, Verified ORF, eIF3a subunit of the eukaryotic translation initiation factor 3 (eIF3)', 'subunit of the core complex of eIF3', 'essential for translation', 'par']",-4.287558537152101,21.13996096911485,25.42751950626695
2576,['YOR007C'],"['>YOR007C SGT2 SGDID:S000005533, Chr XV from 339978-338938, Genome Release 64-2-1, reverse complement, Verified ORF, Glutamine-rich cytoplasmic cochaperone', 'serves as a scaffold bringing together Get4, Get5p, and other TRC complex members that are required']",-4.2866518395189495,21.125214169935,25.41186600945395
1083,['YGL123W'],"['>YGL123W RPS2 SGDID:S000003091, Chr VII from 277617-278381, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) subunit', 'essential for control of translational accuracy', 'phosphorylation by C-terminal domain kinase I (CTDK-I) enhances']",-4.274342616356304,23.468118864860084,27.742461481216388
174,"['YBL003C', 'YDR225W']","['>YBL003C HTA2 SGDID:S000000099, Chr II from 235792-235394, Genome Release 64-2-1, reverse complement, Verified ORF, Histone H2A', 'core histone protein required for chromatin assembly and chromosome function', 'one of two nearly identical (see also HTA1) subt']",-4.272222364610194,21.35121532185561,25.623437686465802
1113,['YGL202W'],"['>YGL202W ARO8 SGDID:S000003170, Chr VII from 116059-117561, Genome Release 64-2-1, Verified ORF, Aromatic aminotransferase I', 'expression is regulated by general control of amino acid biosynthesis']",-4.254669389156529,21.02877481529854,25.28344420445507
2188,['YMR092C'],"['>YMR092C AIP1 SGDID:S000004698, Chr XIII from 453479-451632, Genome Release 64-2-1, reverse complement, Verified ORF, Actin cortical patch component', 'interacts with the actin depolymerizing factor cofilin', 'inhibits elongation of aged ADP-actin filaments d']",-4.254609597724155,19.141757911584026,23.39636750930818
162,['YAR002C-A'],"['>YAR002C-A ERP1 SGDID:S000002129, Chr I from 154724-154065, Genome Release 64-2-1, reverse complement, Verified ORF, Member of the p24 family involved in ER to Golgi transport', 'role in misfolded protein quality control', 'forms heterotrimeric complex with E']",-4.253052936581771,19.557044809283614,23.810097745865384
1981,['YLR264W'],"['>YLR264W RPS28B SGDID:S000004254, Chr XII from 673131-673334, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S28, no bacterial homolog', 'has an extraribosomal function']",-4.252514276929393,19.294705997187076,23.54722027411647
2649,['YOR153W'],"['>YOR153W PDR5 SGDID:S000005679, Chr XV from 619840-624375, Genome Release 64-2-1, Verified ORF, Plasma membrane ATP-binding cassette (ABC) transporter', 'multidrug transporter actively regulated by Pdr1p', 'also involved in steroid transport, cation resistanc']",-4.248129839941374,17.961155735234282,22.209285575175656
249,['YBR031W'],"['>YBR031W RPL4A SGDID:S000000235, Chr II from 300166-301254, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L4A', 'N-terminally acetylated', 'homologous to mammalian ribosomal protein L4 and bacterial L4', 'RPL4A has a paralog, RPL4B, that ar']",-4.246361581509213,24.792581011718383,29.038942593227596
2123,['YML085C'],"['>YML085C TUB1 SGDID:S000004550, Chr XIII from 99259-97941,99400-99376, Genome Release 64-2-1, reverse complement, Verified ORF, Alpha-tubulin', 'associates with beta-tubulin (Tub2p) to form tubulin dimer, which polymerizes to form microtubules', 'relative dis']",-4.221143146573652,19.91987878837947,24.141021934953123
2209,['YMR142C'],"['>YMR142C RPL13B SGDID:S000004750, Chr XIII from 550801-550206,551207-551204, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L13B', 'not essential for viability', 'homologous to mammalian ribosomal protein L13, no bacter']",-4.21836863615858,24.42943636961758,28.64780500577616
1699,['YKL054C'],"['>YKL054C DEF1 SGDID:S000001537, Chr XI from 338753-336537, Genome Release 64-2-1, reverse complement, Verified ORF, RNAPII degradation factor', 'forms a complex with Rad26p in chromatin, enables ubiquitination and proteolysis of RNAPII present in an elongat']",-4.203172713540322,18.814313337326656,23.017486050866978
1046,['YGL031C'],"['>YGL031C RPL24A SGDID:S000002999, Chr VII from 437934-437467, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L24A', 'not essential for translation but may be required for normal translation rate', 'homologous to mammali']",-4.189901225386791,22.911191541087387,27.101092766474178
1654,['YJR109C'],"['>YJR109C CPA2 SGDID:S000003870, Chr X from 632941-629585, Genome Release 64-2-1, reverse complement, Verified ORF, Large subunit of carbamoyl phosphate synthetase', 'carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine']",-4.187466361853065,19.47213154057033,23.659597902423396
2292,['YMR315W'],"['>YMR315W YMR315W SGDID:S000004932, Chr XIII from 902800-903849, Genome Release 64-2-1, Verified ORF, Protein with NADP(H) oxidoreductase activity', 'transcription is regulated by Stb5p in response to NADPH depletion induced by diamide', 'promoter contains a p']",-4.175689742060769,19.54425132840126,23.719941070462028
325,['YBR189W'],"['>YBR189W RPS9B SGDID:S000000393, Chr II from 604508-604514,604928-605508, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S9 and bacterial S4', 'RPS9B has a paralog, RPS9']",-4.162922171822419,25.195917332675343,29.358839504497762
2967,['YPR183W'],"['>YPR183W DPM1 SGDID:S000006387, Chr XVI from 900755-901558, Genome Release 64-2-1, Verified ORF, Dolichol phosphate mannose (Dol-P-Man) synthase of the ER membrane', 'catalyzes the formation of Dol-P-Man from Dol-P and GDP-Man', 'required for glycosyl phospha']",-4.152364405956064,21.414261993093326,25.56662639904939
964,['YER176W'],"['>YER176W ECM32 SGDID:S000000978, Chr V from 541690-545055, Genome Release 64-2-1, Verified ORF, DNA dependent ATPase/DNA helicase', 'helicase belonging to the Dna2p- and Nam7p-like family of helicases that is involved in modulating translation termination', '']",-4.144914716251527,20.541701645780236,24.686616362031764
1894,['YLR061W'],"['>YLR061W RPL22A SGDID:S000004051, Chr XII from 263194-263205,263595-263948, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L22A', 'required for the oxidative stress response in yeast', 'homologous to mammalian ribosomal protein L22, no bac']",-4.1439110228671865,21.94492362799324,26.088834650860427
2781,['YPL048W'],"['>YPL048W CAM1 SGDID:S000005969, Chr XVI from 464401-465648, Genome Release 64-2-1, Verified ORF, One of two isoforms of the gamma subunit of eEF1B', 'stimulates the release of GDP from eEF1A (Tef1p/Tef2p) post association with the ribosomal complex with eEF']",-4.1305509233631135,20.177794217844045,24.30834514120716
2529,['YOL061W'],"['>YOL061W PRS5 SGDID:S000005422, Chr XV from 212244-213734, Genome Release 64-2-1, Verified ORF, 5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase', 'synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis', 'one of five re']",-4.129813501452556,18.567332245817692,22.69714574727025
828,['YEL002C'],"['>YEL002C WBP1 SGDID:S000000728, Chr V from 150014-148722, Genome Release 64-2-1, reverse complement, Verified ORF, Beta subunit of the oligosaccharyl transferase glycoprotein complex', 'required for N-linked glycosylation of proteins in the endoplasmic reti']",-4.1235038032950975,19.222606253630723,23.34611005692582
2675,['YOR198C'],"['>YOR198C BFR1 SGDID:S000005724, Chr XV from 720065-718653, Genome Release 64-2-1, reverse complement, Verified ORF, Component of mRNP complexes associated with polyribosomes', 'involved in localization of mRNAs to P bodies', 'implicated in secretion and nucle']",-4.121456944545898,20.964727236105173,25.08618418065107
483,"['YMR143W', 'YDL083C']","['>YMR143W RPS16A SGDID:S000004751, Chr XIII from 551928-551951,552496-552903, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S16 and bacterial S9', 'RPS16A has a paralog,']",-4.109741689396273,23.64691286468308,27.756654554079354
2145,['YML126C'],"['>YML126C ERG13 SGDID:S000004595, Chr XIII from 20535-19060, Genome Release 64-2-1, reverse complement, Verified ORF, 3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) synthase', 'catalyzes the formation of HMG-CoA from acetyl-CoA and acetoacetyl-CoA', 'involved in the']",-4.105062537875337,21.627250655385613,25.73231319326095
492,['YDL100C'],"['>YDL100C GET3 SGDID:S000002258, Chr IV from 283176-282112, Genome Release 64-2-1, reverse complement, Verified ORF, Guanine nucleotide exchange factor for Gpa1p', 'amplifies G protein signaling', 'functions as a chaperone under ATP-depleted oxidative stress c']",-4.104252711004502,18.822583278223924,22.926835989228426
1618,"['YJR045C', 'YEL030W']","['>YJR045C SSC1 SGDID:S000003806, Chr X from 521602-519638, Genome Release 64-2-1, reverse complement, Verified ORF, Hsp70 family ATPase', 'constituent of the import motor component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex)', 'invol']",-4.102225413614484,23.216067896508857,27.31829331012334
2738,['YOR323C'],"['>YOR323C PRO2 SGDID:S000005850, Chr XV from 922905-921535, Genome Release 64-2-1, reverse complement, Verified ORF, Gamma-glutamyl phosphate reductase', 'catalyzes the second step in proline biosynthesis']",-4.093752328245873,19.891709549634943,23.985461877880816
974,['YFL010C'],"['>YFL010C WWM1 SGDID:S000001884, Chr VI from 115743-115108, Genome Release 64-2-1, reverse complement, Verified ORF, WW domain containing protein of unknown function', 'binds to Mca1p, a caspase-related protease that regulates H2O2-induced apoptosis', 'overexp']",-4.08769048979277,17.908416077513355,21.996106567306125
1129,['YGL253W'],"['>YGL253W HXK2 SGDID:S000003222, Chr VII from 23935-25395, Genome Release 64-2-1, Verified ORF, Hexokinase isoenzyme 2', 'catalyzes phosphorylation of glucose in the cytosol', 'predominant hexokinase during growth on glucose', 'functions in the nucleus to repres']",-4.0869802027623585,22.86039366047517,26.94737386323753
2733,['YOR310C'],"['>YOR310C NOP58 SGDID:S000005837, Chr XV from 898360-896825, Genome Release 64-2-1, reverse complement, Verified ORF, Protein involved in producing mature rRNAs and snoRNAs', 'involved in pre-rRNA processing, 18S rRNA synthesis, and snoRNA synthesis', 'compone']",-4.082929875689974,21.107572126333093,25.190502002023067
1045,['YGL030W'],"['>YGL030W RPL30 SGDID:S000002998, Chr VII from 439091-439093,439324-439638, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L30', 'involved in pre-rRNA processing in the nucleolus', 'autoregulates splicing of its transcript', 'homologous to ma']",-4.081295145937741,23.681960690469516,27.763255836407257
511,['YDL130W'],"['>YDL130W RPP1B SGDID:S000002288, Chr IV from 229906-230019,230321-230527, Genome Release 64-2-1, Verified ORF, Ribosomal protein P1 beta', 'component of the ribosomal stalk, which is involved in interaction of translational elongation factors with ribosome', '']",-4.071810941277125,22.91644952787194,26.988260469149065
1099,['YGL157W'],"['>YGL157W ARI1 SGDID:S000003125, Chr VII from 209006-210049, Genome Release 64-2-1, Verified ORF, NADPH-dependent aldehyde reductase', 'utilizes aromatic and alophatic aldehyde substrates', 'member of the short-chain dehydrogenase/reductase superfamily']",-4.069455315625358,17.240791332161958,21.310246647787316
2408,['YNL209W'],"['>YNL209W SSB2 SGDID:S000005153, Chr XIV from 252059-253900, Genome Release 64-2-1, Verified ORF, Cytoplasmic ATPase that is a ribosome-associated molecular chaperone', 'functions with J-protein partner Zuo1p', 'may be involved in the folding of newly-synthesi']",-4.066805217160358,26.292599955622336,30.359405172782694
188,"['YBR084C-A', 'YBL027W']","['>YBR084C-A RPL19A SGDID:S000002156, Chr II from 414753-414186,415261-415260, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L19A', 'rpl19a and rpl19b single null mutations result in slow growth, while the double null']",-4.063409671214309,25.027197670640344,29.090607341854653
1937,['YLR180W'],"['>YLR180W SAM1 SGDID:S000004170, Chr XII from 515262-516410, Genome Release 64-2-1, Verified ORF, S-adenosylmethionine synthetase', 'catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine', 'SAM1 has a paralog, SAM2, that arose from t']",-4.05901419194468,21.676633757547638,25.735647949492318
1167,"['YPR102C', 'YGR085C']","['>YPR102C RPL11A SGDID:S000006306, Chr XVI from 731748-731224, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L11A', 'expressed at twice the level of Rpl11Bp', 'involved in ribosomal assembly', 'depletion causes degradatio']",-4.05695758082237,24.03170524060962,28.088662821431992
