,Protein IDs,Fasta headers,diff,Intensity Pynd_AlkKO_UbP,Intensity Control_UbP
1471,['YIL133C'],"['>YIL133C RPL16A SGDID:S000001395, Chr IX from 99095-98527,99416-99386, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L16A', 'N-terminally acetylated, binds 5.8 S rRNA', 'transcriptionally regulated by Rap1p', 'homologous']",2.048218861867106,21.65307247635988,19.604853614492775
886,['YER043C'],"['>YER043C SAH1 SGDID:S000000845, Chr V from 237119-235770, Genome Release 64-2-1, reverse complement, Verified ORF, S-adenosyl-L-homocysteine hydrolase', 'catabolizes S-adenosyl-L-homocysteine which is formed after donation of the activated methyl group of S']",2.0086597020659624,21.46637723055592,19.457717528489958
2774,['YPL028W'],"['>YPL028W ERG10 SGDID:S000005949, Chr XVI from 498096-499292, Genome Release 64-2-1, Verified ORF, Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase)', 'cytosolic enzyme that transfers an acetyl group from one acetyl-CoA molecule to another, forming a']",1.992176119113946,24.3010350529749,22.308858933860954
600,['YDR064W'],"['>YDR064W RPS13 SGDID:S000002471, Chr IV from 579458-579478,580018-580452, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S13 and bacterial S15']",1.9920653050765402,23.140616363669483,21.148551058592943
326,['YBR191W'],"['>YBR191W RPL21A SGDID:S000000395, Chr II from 606270-606280,606669-607140, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L21A', 'homologous to mammalian ribosomal protein L21, no bacterial homolog', 'RPL21A has a paralog, RPL21B, that aro']",1.9604222143928176,23.21016298672002,21.249740772327204
1405,['YHR200W'],"['>YHR200W RPN10 SGDID:S000001243, Chr VIII from 499079-499885, Genome Release 64-2-1, Verified ORF, Non-ATPase base subunit of the 19S RP of the 26S proteasome', 'N-terminus plays a role in maintaining the structural integrity of the regulatory particle (RP)']",1.9114758988870832,23.147029735871598,21.235553836984515
580,['YDR023W'],"['>YDR023W SES1 SGDID:S000002430, Chr IV from 489508-490896, Genome Release 64-2-1, Verified ORF, Cytosolic seryl-tRNA synthetase', 'class II aminoacyl-tRNA synthetase that aminoacylates tRNA(Ser), displays tRNA-dependent amino acid recognition which enhances']",1.8825638104446618,22.925297268847725,21.042733458403063
1034,['YGL009C'],"['>YGL009C LEU1 SGDID:S000002977, Chr VII from 478652-476313, Genome Release 64-2-1, reverse complement, Verified ORF, Isopropylmalate isomerase', 'catalyzes the second step in the leucine biosynthesis pathway']",1.8610204041407883,23.404186307458858,21.54316590331807
2007,['YLR325C'],"['>YLR325C RPL38 SGDID:S000004317, Chr XII from 781379-781143, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L38', 'homologous to mammalian ribosomal protein L38, no bacterial homolog']",1.8385508309869643,23.35339777421948,21.514846943232516
1652,['YJR104C'],"['>YJR104C SOD1 SGDID:S000003865, Chr X from 623014-622550, Genome Release 64-2-1, reverse complement, Verified ORF, Cytosolic copper-zinc superoxide dismutase', 'detoxifies superoxide', 'stabilizes Yck1p and Yck2p kinases in glucose to repress respiration', 'pho']",1.8162258205397563,24.830599149446048,23.01437332890629
864,['YER009W'],"['>YER009W NTF2 SGDID:S000000811, Chr V from 172115-172492, Genome Release 64-2-1, Verified ORF, Nuclear envelope protein', 'interacts with GDP-bound Gsp1p and with proteins of the nuclear pore to transport Gsp1p into the nucleus where it is an essential play']",1.8047689876574715,22.38847982911831,20.58371084146084
172,['YAR042W'],"['>YAR042W SWH1 SGDID:S000000081, Chr I from 192619-196185, Genome Release 64-2-1, Verified ORF, Protein similar to mammalian oxysterol-binding protein', 'contains ankyrin repeats', 'localizes to the Golgi and the nucleus-vacuole junction', 'SWH1 has a paralog, O']",1.7758373165181567,19.831734020844532,18.055896704326376
1937,['YLR180W'],"['>YLR180W SAM1 SGDID:S000004170, Chr XII from 515262-516410, Genome Release 64-2-1, Verified ORF, S-adenosylmethionine synthetase', 'catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine', 'SAM1 has a paralog, SAM2, that arose from t']",1.7063529498366492,24.494787726145255,22.788434776308605
512,['YDL131W'],"['>YDL131W LYS21 SGDID:S000002289, Chr IV from 227393-228715, Genome Release 64-2-1, Verified ORF, Homocitrate synthase isozyme', 'catalyzes the condensation of acetyl-CoA and alpha-ketoglutarate to form homocitrate, which is the first step in the lysine bios']",1.689907584492932,21.972425940127312,20.28251835563438
1258,['YGR254W'],"['>YGR254W ENO1 SGDID:S000003486, Chr VII from 1000927-1002240, Genome Release 64-2-1, Verified ORF, Enolase I, a phosphopyruvate hydratase', 'catalyzes conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during']",1.6833301356699657,24.58817934414726,22.904849208477295
1247,['YGR234W'],"['>YGR234W YHB1 SGDID:S000003466, Chr VII from 959904-961103, Genome Release 64-2-1, Verified ORF, Nitric oxide oxidoreductase', 'flavohemoglobin involved in nitric oxide detoxification', 'plays a role in the oxidative and nitrosative stress responses', 'protein']",1.655601793403676,20.621583308046176,18.9659815146425
1997,['YLR304C'],"['>YLR304C ACO1 SGDID:S000004295, Chr XII from 737548-735212, Genome Release 64-2-1, reverse complement, Verified ORF, Aconitase', 'required for the tricarboxylic acid (TCA) cycle and also independently required for mitochondrial genome maintenance', 'phosphory']",1.604950078967807,23.948243164789446,22.34329308582164
2408,['YNL209W'],"['>YNL209W SSB2 SGDID:S000005153, Chr XIV from 252059-253900, Genome Release 64-2-1, Verified ORF, Cytoplasmic ATPase that is a ribosome-associated molecular chaperone', 'functions with J-protein partner Zuo1p', 'may be involved in the folding of newly-synthesi']",1.5882488746941554,28.257233809955395,26.66898493526124
1262,['YGR264C'],"['>YGR264C MES1 SGDID:S000003496, Chr VII from 1021853-1019598, Genome Release 64-2-1, reverse complement, Verified ORF, Methionyl-tRNA synthetase', 'forms a complex with glutamyl-tRNA synthetase (Gus1p) and Arc1p, which increases the catalytic efficiency of']",1.5672917692278432,23.698799606348054,22.13150783712021
2320,['YNL055C'],"['>YNL055C POR1 SGDID:S000005000, Chr XIV from 518845-517994, Genome Release 64-2-1, reverse complement, Verified ORF, Mitochondrial porin (voltage-dependent anion channel)', 'outer membrane protein required for maintenance of mitochondrial osmotic stability']",1.5508971461434733,20.367837034043568,18.816939887900094
2262,"['YOR312C', 'YMR242C']","['>YOR312C RPL20B SGDID:S000005839, Chr XV from 900767-900250,901194-901194, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L20B', 'homologous to mammalian ribosomal protein L18A, no bacterial homolog', 'RPL20B has a para']",1.5289166623353374,24.320653484521152,22.791736822185815
1568,['YJL130C'],"['>YJL130C URA2 SGDID:S000003666, Chr X from 172367-165723, Genome Release 64-2-1, reverse complement, Verified ORF, Bifunctional carbamoylphosphate synthetase/aspartate transcarbamylase', 'catalyzes the first two enzymatic steps in the de novo biosynthesis o']",1.5185076897721501,25.654608278881714,24.136100589109564
2762,['YPL004C'],"['>YPL004C LSP1 SGDID:S000005925, Chr XVI from 551657-550632, Genome Release 64-2-1, reverse complement, Verified ORF, Eisosome core component', 'eisosomes are large immobile patch structures at the cell cortex associated with endocytosis', 'phosphorylated on T']",1.5153962984586578,23.07988447590064,21.564488177441984
781,"['YML026C', 'YDR450W']","['>YML026C RPS18B SGDID:S000004488, Chr XIII from 223380-222987,223828-223782, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S18 and bacterial S13', '']",1.5145999548718052,25.875583635200062,24.360983680328257
151,"['YAL038W', 'YOR347C']","['>YAL038W CDC19 SGDID:S000000036, Chr I from 71786-73288, Genome Release 64-2-1, Verified ORF, Pyruvate kinase', 'functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fe']",1.5117013432128381,30.52831740125194,29.0166160580391
188,"['YBR084C-A', 'YBL027W']","['>YBR084C-A RPL19A SGDID:S000002156, Chr II from 414753-414186,415261-415260, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L19A', 'rpl19a and rpl19b single null mutations result in slow growth, while the double null']",1.510680106420267,22.65475576103892,21.144075654618653
2540,['YOL087C'],"['>YOL087C DUF1 SGDID:S000005447, Chr XV from 158637-155287, Genome Release 64-2-1, reverse complement, Verified ORF, Ubiquitin-binding protein of unknown function', 'contains one WD40 repeat in a beta-propeller fold', 'green fluorescent protein (GFP)-fusion pr']",1.4682611651527608,24.405355480938542,22.93709431578578
2209,['YMR142C'],"['>YMR142C RPL13B SGDID:S000004750, Chr XIII from 550801-550206,551207-551204, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L13B', 'not essential for viability', 'homologous to mammalian ribosomal protein L13, no bacter']",1.4587706736815633,23.67798883510074,22.219218161419178
296,"['YPR080W', 'YBR118W']","['>YPR080W TEF1 SGDID:S000006284, Chr XVI from 700594-701970, Genome Release 64-2-1, Verified ORF, Translational elongation factor EF-1 alpha', 'also encoded by TEF2', 'functions in the binding reaction of aminoacyl-tRNA (AA-tRNA) to ribosomes', 'may also have a']",1.4384363952714736,28.078468129667762,26.64003173439629
769,"['YEL054C', 'YDR418W']","['>YEL054C RPL12A SGDID:S000000780, Chr V from 53218-52721, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L12A', 'rpl12a rpl12b double mutant exhibits slow growth and slow translation', 'homologous to mammalian ribosomal']",1.3907298181204766,22.911630439315914,21.520900621195437
1810,['YKR057W'],"['>YKR057W RPS21A SGDID:S000001765, Chr XI from 551657-551680,552003-552242, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S21, no bacterial homolog', 'RPS21A has a paral']",1.3791822759262224,23.287994128410983,21.90881185248476
2876,['YPL249C-A'],"['>YPL249C-A RPL36B SGDID:S000006438, Chr XVI from 75985-75699,76239-76224, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L36B', 'binds to 5.8 S rRNA', 'homologous to mammalian ribosomal protein L36, no bacterial homolog']",1.377129047833602,21.88758803839553,20.51045899056193
2675,['YOR198C'],"['>YOR198C BFR1 SGDID:S000005724, Chr XV from 720065-718653, Genome Release 64-2-1, reverse complement, Verified ORF, Component of mRNP complexes associated with polyribosomes', 'involved in localization of mRNAs to P bodies', 'implicated in secretion and nucle']",1.3744551355687058,21.539052762338066,20.16459762676936
358,['YBR263W'],"['>YBR263W SHM1 SGDID:S000000467, Chr II from 736264-737736, Genome Release 64-2-1, Verified ORF, Mitochondrial serine hydroxymethyltransferase', 'converts serine to glycine plus 5,10 methylenetetrahydrofolate', 'involved in generating precursors for purine, py']",1.3604041088509682,22.994674543313522,21.634270434462554
1335,['YHR064C'],"['>YHR064C SSZ1 SGDID:S000001106, Chr VIII from 227141-225525, Genome Release 64-2-1, reverse complement, Verified ORF, Hsp70 protein that interacts with Zuo1p (a DnaJ homolog)', 'interacts with Zuo1p to form a ribosome-associated complex that binds the ribos']",1.3355542581249722,23.44366900901384,22.108114750888866
1596,['YJL191W'],"['>YJL191W RPS14B SGDID:S000003727, Chr X from 73787-73796,74205-74611, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'required for ribosome assembly and 20S pre-rRNA processing', 'mutations confer cryptopleurine']",1.3249748501743355,26.917979504576216,25.59300465440188
2223,['YMR173W'],"['>YMR173W DDR48 SGDID:S000004784, Chr XIII from 608689-609981, Genome Release 64-2-1, Verified ORF, DNA damage-responsive protein', 'expression is increased in response to heat-shock stress or treatments that produce DNA lesions', 'contains multiple repeats of']",1.3048545815284207,23.579688828705653,22.274834247177232
1668,['YJR139C'],"['>YJR139C HOM6 SGDID:S000003900, Chr X from 690524-689445, Genome Release 64-2-1, reverse complement, Verified ORF, Homoserine dehydrogenase (L-homoserine:NADP oxidoreductase)', 'dimeric enzyme that catalyzes the third step in the common pathway for methioni']",1.2946598188437939,23.182545297137477,21.887885478293683
1606,['YJR009C'],"['>YJR009C TDH2 SGDID:S000003769, Chr X from 454681-453683, Genome Release 64-2-1, reverse complement, Verified ORF, Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 2', 'involved in glycolysis and gluconeogenesis', 'tetramer that catalyzes reaction of']",1.2438103326668184,28.236398998389696,26.992588665722877
2555,['YOL127W'],"['>YOL127W RPL25 SGDID:S000005487, Chr XV from 80348-80360,80775-81190, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L25', 'primary rRNA-binding ribosomal protein component of large ribosomal subunit', 'binds to 25S rRNA via a conserved C-']",1.2260410160469455,22.469287069234852,21.243246053187907
2407,['YNL208W'],"['>YNL208W YNL208W SGDID:S000005152, Chr XIV from 254418-255017, Genome Release 64-2-1, Verified ORF, Protein of unknown function', 'may interact with ribosomes, based on co-purification experiments', 'authentic, non-tagged protein is detected in purified mitoc']",1.1930327017859348,22.466700835942895,21.27366813415696
484,['YDL084W'],"['>YDL084W SUB2 SGDID:S000002242, Chr IV from 305237-306577, Genome Release 64-2-1, Verified ORF, Component of the TREX complex required for nuclear mRNA export', 'member of the DEAD-box RNA helicase superfamily and is involved in early and late steps of spli']",1.1002475069544566,25.209813573181044,24.109566066226588
2288,['YMR309C'],"['>YMR309C NIP1 SGDID:S000004926, Chr XIII from 895426-892988, Genome Release 64-2-1, reverse complement, Verified ORF, eIF3c subunit of the eukaryotic translation initiation factor 3 (eIF3)', 'involved in the assembly of preinitiation complex and start codon']",1.081586880961325,23.073998345667583,21.992411464706258
