,Protein IDs,Fasta headers,diff,Intensity Pynd_AlkKO_WCLP,Intensity Control_WCLP
1608,['YJR016C'],"['>YJR016C ILV3 SGDID:S000003777, Chr X from 466208-464451, Genome Release 64-2-1, reverse complement, Verified ORF, Dihydroxyacid dehydratase', 'catalyzes third step in the common pathway leading to biosynthesis of branched-chain amino acids']",-2.8844092975197313,20.30763664045786,23.192045937977593
1762,['YKL180W'],"['>YKL180W RPL17A SGDID:S000001663, Chr XI from 109269-109577,109884-110129, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L17A', 'copurifies with the Dam1 complex (aka DASH complex)', 'homologous to mammalian ribosomal protein L17 and bact']",-2.8806443667463455,21.983079887009882,24.863724253756228
2519,['YOL040C'],"['>YOL040C RPS15 SGDID:S000005400, Chr XV from 253577-253149, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S15 and bacterial S19']",-2.855232608572596,21.209077297468955,24.06430990604155
1945,['YLR192C'],"['>YLR192C HCR1 SGDID:S000004182, Chr XII from 539589-538792, Genome Release 64-2-1, reverse complement, Verified ORF, eIF3j component of translation initiation factor 3 (eIF3)', 'dual function protein involved in translation initiation as a substoichiometric']",-2.824773594002501,18.44342114108521,21.26819473508771
2030,"['YLR367W', 'YJL190C']","['>YLR367W RPS22B SGDID:S000004359, Chr XII from 856442-856574,857058-857317, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S15A and bacterial S8', 'RPS22B has a paralog,']",-2.8186515821983527,21.78974854314883,24.60840012534718
1863,['YLL050C'],"['>YLL050C COF1 SGDID:S000003973, Chr XII from 40221-39804,40414-40401, Genome Release 64-2-1, reverse complement, Verified ORF, Cofilin, involved in pH-dependent actin filament depolarization', 'binds both actin monomers and filaments and severs filaments', 'i']",-2.7919627848208464,21.38684975418071,24.178812539001555
1393,['YHR174W'],"['>YHR174W ENO2 SGDID:S000001217, Chr VIII from 451327-452640, Genome Release 64-2-1, Verified ORF, Enolase II, a phosphopyruvate hydratase', 'catalyzes conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during']",-2.7742422644021225,26.183628415789347,28.95787068019147
1605,['YJR007W'],"['>YJR007W SUI2 SGDID:S000003767, Chr X from 451020-451934, Genome Release 64-2-1, Verified ORF, Alpha subunit of the translation initiation factor eIF2', 'eIF2 is involved in identification of the start codon', 'phosphorylation of Ser51 is required for regulat']",-2.7734833517615094,19.194025781695224,21.967509133456733
2091,['YML028W'],"['>YML028W TSA1 SGDID:S000004490, Chr XIII from 220138-220728, Genome Release 64-2-1, Verified ORF, Thioredoxin peroxidase', 'acts as both ribosome-associated and free cytoplasmic antioxidant', 'self-associates to form high-molecular weight chaperone complex un']",-2.7684857517811423,21.735002280788592,24.503488032569734
1146,['YGR034W'],"['>YGR034W RPL26B SGDID:S000003266, Chr VII from 555812-555830,556308-556672, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L26B', 'binds to 5.8S rRNA', 'non-essential even when paralog is also deleted', 'deletion has minimal affections on ri']",-2.758837062155944,20.74525742510383,23.504094487259774
1295,['YHL033C'],"['>YHL033C RPL8A SGDID:S000001025, Chr VIII from 36025-35255, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L8A', 'required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit', '']",-2.7427271367335386,22.035334748555197,24.778061885288736
1894,['YLR061W'],"['>YLR061W RPL22A SGDID:S000004051, Chr XII from 263194-263205,263595-263948, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L22A', 'required for the oxidative stress response in yeast', 'homologous to mammalian ribosomal protein L22, no bac']",-2.7320719446000368,26.09073351884079,28.822805463440826
2656,['YOR167C'],"['>YOR167C RPS28A SGDID:S000005693, Chr XV from 649007-648804, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'has an extraribosomal function in regulation of RPS28B, in which Rps28Ap binds to']",-2.640491411408309,20.689701154633614,23.330192566041923
648,['YDR155C'],"['>YDR155C CPR1 SGDID:S000002562, Chr IV from 769000-768512, Genome Release 64-2-1, reverse complement, Verified ORF, Cytoplasmic peptidyl-prolyl cis-trans isomerase (cyclophilin)', 'catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline']",-2.635057728936129,22.135865820042696,24.770923548978825
483,"['YMR143W', 'YDL083C']","['>YMR143W RPS16A SGDID:S000004751, Chr XIII from 551928-551951,552496-552903, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S16 and bacterial S9', 'RPS16A has a paralog,']",-2.6198701960225996,21.24574302041382,23.86561321643642
413,['YCR012W'],"['>YCR012W PGK1 SGDID:S000000605, Chr III from 137746-138996, Genome Release 64-2-1, Verified ORF, 3-phosphoglycerate kinase', 'catalyzes transfer of high-energy phosphoryl groups from the acyl phosphate of 1,3-bisphosphoglycerate to ADP to produce ATP', 'key e']",-2.569809669491267,25.048889593027166,27.618699262518433
1595,['YJL189W'],"['>YJL189W RPL39 SGDID:S000003725, Chr X from 75933-75938,76325-76474, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L39', 'required for ribosome biogenesis', 'loss of both Rpl31p and Rpl39p confers lethality', 'also exhibits genetic interact']",-2.5089119982210946,17.33166925233966,19.840581250560753
2395,['YNL178W'],"['>YNL178W RPS3 SGDID:S000005122, Chr XIV from 302680-303402, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'has apurinic/apyrimidinic (AP) endonuclease activity', 'essential for viability', 'homologous to mammalian']",-2.464380568815468,22.95151950950584,25.415900078321307
1810,['YKR057W'],"['>YKR057W RPS21A SGDID:S000001765, Chr XI from 551657-551680,552003-552242, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S21, no bacterial homolog', 'RPS21A has a paral']",-2.4305862717838664,21.53985740190536,23.970443673689225
2518,['YOL039W'],"['>YOL039W RPP2A SGDID:S000005399, Chr XV from 254297-254617, Genome Release 64-2-1, Verified ORF, Ribosomal protein P2 alpha', 'a component of the ribosomal stalk, which is involved in the interaction between translational elongation factors and the ribosome']",-2.412763947680819,21.8187818722754,24.23154581995622
655,['YDR165W'],"['>YDR165W TRM82 SGDID:S000002572, Chr IV from 784871-786205, Genome Release 64-2-1, Verified ORF, Catalytic subunit of a tRNA methyltransferase complex', 'Trm8p and Trm82p comprise an enzyme that catalyzes a methyl-transfer from S-adenosyl-l-methionine to th']",-2.411681214654962,18.567146530147227,20.97882774480219
1167,"['YPR102C', 'YGR085C']","['>YPR102C RPL11A SGDID:S000006306, Chr XVI from 731748-731224, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L11A', 'expressed at twice the level of Rpl11Bp', 'involved in ribosomal assembly', 'depletion causes degradatio']",-2.4087491878230693,21.230344172400716,23.639093360223786
2808,['YPL106C'],"['>YPL106C SSE1 SGDID:S000006027, Chr XVI from 352275-350194, Genome Release 64-2-1, reverse complement, Verified ORF, ATPase component of heat shock protein Hsp90 chaperone complex', 'plays a role in determining prion variants', 'binds unfolded proteins', 'membe']",-2.3800020130916373,22.85447046379864,25.23447247689028
1398,"['YHR183W', 'YGR256W']","['>YHR183W GND1 SGDID:S000001226, Chr VIII from 470960-472429, Genome Release 64-2-1, Verified ORF, 6-phosphogluconate dehydrogenase (decarboxylating)', 'catalyzes an NADPH regenerating reaction in the pentose phosphate pathway', 'required for growth on D-gluco']",-2.3435533675646525,19.39198612977861,21.73553949734326
1851,['YLL024C'],"['>YLL024C SSA2 SGDID:S000003947, Chr XII from 97485-95566, Genome Release 64-2-1, reverse complement, Verified ORF, ATP-binding protein', 'involved in protein folding and vacuolar import of proteins', 'member of heat shock protein 70 (HSP70) family', 'associated']",-2.3315710616597727,25.808085515889175,28.139656577548948
1745,['YKL148C'],"['>YKL148C SDH1 SGDID:S000001631, Chr XI from 171129-169207, Genome Release 64-2-1, reverse complement, Verified ORF, Flavoprotein subunit of succinate dehydrogenase', 'couples the oxidation of succinate to the transfer of electrons to ubiquinone as part of t']",-2.3033345634758327,18.63140444872847,20.934739012204304
1287,['YHL015W'],"['>YHL015W RPS20 SGDID:S000001007, Chr VIII from 75412-75777, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'overproduction suppresses mutations affecting RNA polymerase III-dependent transcription', 'homologous t']",-2.2926061646268003,22.430151346200734,24.722757510827535
2302,['YNL015W'],"['>YNL015W PBI2 SGDID:S000004960, Chr XIV from 605384-605611, Genome Release 64-2-1, Verified ORF, Cytosolic inhibitor of vacuolar proteinase B (PRB1)', 'required for efficient vacuole inheritance', 'with thioredoxin forms protein complex LMA1, which assists in']",-2.2834287094682573,19.163246731122683,21.44667544059094
2906,['YPR035W'],"['>YPR035W GLN1 SGDID:S000006239, Chr XVI from 642208-643320, Genome Release 64-2-1, Verified ORF, Glutamine synthetase (GS)', 'synthesizes glutamine from glutamate and ammonia', 'with Glt1p, forms the secondary pathway for glutamate biosynthesis from ammonia', '']",-2.2822284475973404,21.347002755197355,23.629231202794696
1886,"['YLR044C', 'YLR134W', 'YGR087C', 'YDL080C']","['>YLR044C PDC1 SGDID:S000004034, Chr XII from 234081-232390, Genome Release 64-2-1, reverse complement, Verified ORF, Major of three pyruvate decarboxylase isozymes', 'key enzyme in alcoholic fermentation', 'decarboxylates pyruvate to acetaldehyde', 'involved in']",-2.2119823259894353,25.816459492726825,28.02844181871626
754,['YDR382W'],"['>YDR382W RPP2B SGDID:S000002790, Chr IV from 1239492-1239824, Genome Release 64-2-1, Verified ORF, Ribosomal protein P2 beta', 'a component of the ribosomal stalk, which is involved in the interaction between translational elongation factors and the ribosom']",-2.173919832406309,22.494848749982197,24.668768582388505
2411,['YNL216W'],"['>YNL216W RAP1 SGDID:S000005160, Chr XIV from 241689-244172, Genome Release 64-2-1, Verified ORF, Essential DNA-binding transcription regulator that binds many loci', 'involved in transcription activation and repression, chromatin silencing, and telomere len']",-2.0538689695548804,20.458038073965003,22.511907043519884
1236,['YGR209C'],"['>YGR209C TRX2 SGDID:S000003441, Chr VII from 913227-912913, Genome Release 64-2-1, reverse complement, Verified ORF, Cytoplasmic thioredoxin isoenzyme', 'part of thioredoxin system which protects cells against oxidative and reductive stress', 'forms LMA1 comp']",-2.0260251709961246,22.40296415825639,24.428989329252513
781,"['YML026C', 'YDR450W']","['>YML026C RPS18B SGDID:S000004488, Chr XIII from 223380-222987,223828-223782, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S18 and bacterial S13', '']",-1.9548642686170439,23.739026537347385,25.69389080596443
991,['YFL039C'],"['>YFL039C ACT1 SGDID:S000001855, Chr VI from 54377-53260,54696-54687, Genome Release 64-2-1, reverse complement, Verified ORF, Actin', 'structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions']",-1.946654518297077,23.61459123438786,25.561245752684936
2042,['YLR388W'],"['>YLR388W RPS29A SGDID:S000004380, Chr XII from 898651-898821, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S29 and bacterial S14', 'RPS29A has a paralog, RPS29B, that']",-1.8912386381773238,19.54077508969982,21.432013727877145
454,['YDL022W'],"['>YDL022W GPD1 SGDID:S000002180, Chr IV from 411825-413000, Genome Release 64-2-1, Verified ORF, NAD-dependent glycerol-3-phosphate dehydrogenase', 'key enzyme of glycerol synthesis, essential for growth under osmotic stress', 'expression regulated by high-osm']",-1.8821185906070887,20.80183463972016,22.683953230327248
1107,['YGL189C'],"['>YGL189C RPS26A SGDID:S000003157, Chr VII from 148588-148229, Genome Release 64-2-1, reverse complement, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S26, no bacterial homolog', 'RPS26A has']",-1.879021491210235,20.87162253142113,22.750644022631366
1046,['YGL031C'],"['>YGL031C RPL24A SGDID:S000002999, Chr VII from 437934-437467, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L24A', 'not essential for translation but may be required for normal translation rate', 'homologous to mammali']",-1.841614451645409,20.695235089462248,22.536849541107657
1852,['YLL026W'],"['>YLL026W HSP104 SGDID:S000003949, Chr XII from 88623-91349, Genome Release 64-2-1, Verified ORF, Disaggregase', 'heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate previously denatured, aggregated proteins', 'resp']",-1.8243651023740668,21.29490788095365,23.11927298332772
216,"['YER102W', 'YBL072C']","['>YER102W RPS8B SGDID:S000000904, Chr V from 363100-363702, Genome Release 64-2-1, Verified ORF, Protein component of the small (40S) ribosomal subunit', 'homologous to mammalian ribosomal protein S8, no bacterial homolog', 'RPS8B has a paralog, RPS8A, that ar']",-1.8190125949097826,22.107316702963967,23.92632929787375
1045,['YGL030W'],"['>YGL030W RPL30 SGDID:S000002998, Chr VII from 439091-439093,439324-439638, Genome Release 64-2-1, Verified ORF, Ribosomal 60S subunit protein L30', 'involved in pre-rRNA processing in the nucleolus', 'autoregulates splicing of its transcript', 'homologous to ma']",-1.801744212958468,19.228513400457036,21.030257613415504
950,['YER155C'],"['>YER155C BEM2 SGDID:S000000957, Chr V from 482848-476345, Genome Release 64-2-1, reverse complement, Verified ORF, Rho GTPase activating protein (RhoGAP)', 'involved in the control of cytoskeleton organization and cellular morphogenesis', 'required for bud em']",-1.7422967061133896,23.70714593025483,25.449442636368218
1276,['YGR285C'],"['>YGR285C ZUO1 SGDID:S000003517, Chr VII from 1063153-1061852, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosome-associated chaperone', 'zuotin functions in ribosome biogenesis and, in partnership with Ssz1p and SSb1/2, as a chaperone for nas']",-1.7099593118710814,21.57408531650342,23.284044628374502
564,['YDL229W'],"['>YDL229W SSB1 SGDID:S000002388, Chr IV from 44065-45906, Genome Release 64-2-1, Verified ORF, Cytoplasmic ATPase that is a ribosome-associated molecular chaperone', 'functions with J-protein partner Zuo1p', 'may be involved in folding of newly-made polypeptid']",-1.7049204949071068,20.154620357692615,21.85954085259972
2454,"['YOL120C', 'YNL301C']","['>YOL120C RPL18A SGDID:S000005480, Chr XV from 93843-93395,94402-94291, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L18A', 'intron of RPL18A pre-mRNA forms stem-loop structures that are a target for Rnt1p cleavage l']",-1.7022051995793284,23.002885046047368,24.705090245626696
886,['YER043C'],"['>YER043C SAH1 SGDID:S000000845, Chr V from 237119-235770, Genome Release 64-2-1, reverse complement, Verified ORF, S-adenosyl-L-homocysteine hydrolase', 'catabolizes S-adenosyl-L-homocysteine which is formed after donation of the activated methyl group of S']",-1.6849861228550687,21.18930337145282,22.874289494307888
809,['YDR502C'],"['>YDR502C SAM2 SGDID:S000002910, Chr IV from 1454464-1453310, Genome Release 64-2-1, reverse complement, Verified ORF, S-adenosylmethionine synthetase', 'catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine', 'comparative analysis s']",-1.6488364507117907,19.55738142877747,21.206217879489262
2065,"['YLR432W', 'YHR216W', 'YAR075W', 'YAR073W']","['>YLR432W IMD3 SGDID:S000004424, Chr XII from 1002557-1004128, Genome Release 64-2-1, Verified ORF, Inosine monophosphate dehydrogenase', 'catalyzes the rate-limiting step in the de novo synthesis of GTP', 'member of a four-gene family in S. cerevisiae, consti']",-1.6409655300113926,23.381922053240373,25.022887583251766
2762,['YPL004C'],"['>YPL004C LSP1 SGDID:S000005925, Chr XVI from 551657-550632, Genome Release 64-2-1, reverse complement, Verified ORF, Eisosome core component', 'eisosomes are large immobile patch structures at the cell cortex associated with endocytosis', 'phosphorylated on T']",-1.6186716530271283,20.60231828081167,22.220989933838798
239,"['YNL030W', 'YBR009C']","['>YNL030W HHF2 SGDID:S000004975, Chr XIV from 576727-577038, Genome Release 64-2-1, Verified ORF, Histone H4', 'core histone protein required for chromatin assembly and chromosome function', 'one of two identical histone proteins (see also HHF1)', 'contributes t']",-1.5882852120015016,21.104823952345146,22.693109164346648
1518,['YJL034W'],"['>YJL034W KAR2 SGDID:S000003571, Chr X from 381327-383375, Genome Release 64-2-1, Verified ORF, ATPase involved in protein import into the ER', 'also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble protein']",-1.581074823738188,20.805932760149037,22.387007583887225
1652,['YJR104C'],"['>YJR104C SOD1 SGDID:S000003865, Chr X from 623014-622550, Genome Release 64-2-1, reverse complement, Verified ORF, Cytosolic copper-zinc superoxide dismutase', 'detoxifies superoxide', 'stabilizes Yck1p and Yck2p kinases in glucose to repress respiration', 'pho']",-1.5708297612062587,22.238384912208797,23.809214673415056
2262,"['YOR312C', 'YMR242C']","['>YOR312C RPL20B SGDID:S000005839, Chr XV from 900767-900250,901194-901194, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L20B', 'homologous to mammalian ribosomal protein L18A, no bacterial homolog', 'RPL20B has a para']",-1.5671653447703981,21.72617158397293,23.29333692874333
2229,['YMR189W'],"['>YMR189W GCV2 SGDID:S000004801, Chr XIII from 637500-640604, Genome Release 64-2-1, Verified ORF, P subunit of the mitochondrial glycine decarboxylase complex', 'glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF', 'expressi']",-1.503489797643109,19.775857798383328,21.279347596026437
2476,"['YNR016C', 'YMR207C']","['>YNR016C ACC1 SGDID:S000005299, Chr XIV from 661374-654673, Genome Release 64-2-1, reverse complement, Verified ORF, Acetyl-CoA carboxylase, biotin containing enzyme', 'catalyzes carboxylation of cytosolic acetyl-CoA to form malonyl-CoA and regulates histon']",-1.4886723543998066,20.7395004540133,22.228172808413106
1541,['YJL080C'],"['>YJL080C SCP160 SGDID:S000003616, Chr X from 289226-285558, Genome Release 64-2-1, reverse complement, Verified ORF, Essential RNA-binding G protein effector of mating response pathway', 'ligand-activated RNA-binding protein that delivers RNAs involved in p']",-1.456164369924597,19.585032209338177,21.041196579262774
218,['YBL076C'],"['>YBL076C ILS1 SGDID:S000000172, Chr II from 84261-81043, Genome Release 64-2-1, reverse complement, Verified ORF, Cytoplasmic isoleucine-tRNA synthetase', 'target of the G1-specific inhibitor reveromycin A']",-1.4346716636589107,21.495507642998444,22.930179306657354
1702,['YKL060C'],"['>YKL060C FBA1 SGDID:S000001543, Chr XI from 327487-326408, Genome Release 64-2-1, reverse complement, Verified ORF, Fructose 1,6-bisphosphate aldolase', 'required for glycolysis and gluconeogenesis', 'catalyzes conversion of fructose 1,6 bisphosphate to glyce']",-1.3726687183924682,27.509601541020718,28.882270259413186
1880,"['YLR029C', 'YMR121C']","['>YLR029C RPL15A SGDID:S000004019, Chr XII from 202590-201976, Genome Release 64-2-1, reverse complement, Verified ORF, Ribosomal 60S subunit protein L15A', 'binds to 5.8 S rRNA', 'homologous to mammalian ribosomal protein L15, no bacterial homolog', 'RPL15A has']",-1.3614816291556942,23.328550028816043,24.690031657971737
261,['YBR059C'],"['>YBR059C AKL1 SGDID:S000000263, Chr II from 360187-356861, Genome Release 64-2-1, reverse complement, Verified ORF, Ser-Thr protein kinase', 'member (with Ark1p and Prk1p) of the Ark kinase family', 'involved in endocytosis and actin cytoskeleton organization']",-1.3473029688217792,19.72622148608604,21.07352445490782
241,['YBR011C'],"['>YBR011C IPP1 SGDID:S000000215, Chr II from 257975-257112, Genome Release 64-2-1, reverse complement, Verified ORF, Cytoplasmic inorganic pyrophosphatase (PPase)', 'homodimer that catalyzes the rapid exchange of oxygens from Pi with water, highly expressed']",-1.33882944564224,23.538721309679396,24.877550755321636
508,['YDL125C'],"['>YDL125C HNT1 SGDID:S000002283, Chr IV from 239398-239019,239606-239510, Genome Release 64-2-1, reverse complement, Verified ORF, Adenosine 5-monophosphoramidase', 'interacts physically and genetically with Kin28p, a CDK and TFIIK subunit, and genetically']",-1.3265606058797168,20.731650494562626,22.058211100442342
2357,['YNL113W'],"['>YNL113W RPC19 SGDID:S000005057, Chr XIV from 412771-413199, Genome Release 64-2-1, Verified ORF, RNA polymerase subunit AC19', 'common to RNA polymerases I and III']",-1.3207471247634608,20.459739778633775,21.780486903397236
1972,['YLR249W'],"['>YLR249W YEF3 SGDID:S000004239, Chr XII from 636780-639914, Genome Release 64-2-1, Verified ORF, Translation elongation factor 3', 'contains two ABC cassettes', 'binds and hydrolyzes ATP', 'YEF3 has a paralog, HEF3, that arose from the whole genome duplication']",-1.3207024926238162,25.41538434658843,26.736086839212245
927,['YER110C'],"['>YER110C KAP123 SGDID:S000000912, Chr V from 382103-378762, Genome Release 64-2-1, reverse complement, Verified ORF, Karyopherin beta', 'mediates nuclear import of ribosomal proteins prior to assembly into ribosomes and import of histones H3 and H4', 'localiz']",-1.3129280301920367,21.859275431747,23.172203461939038
2774,['YPL028W'],"['>YPL028W ERG10 SGDID:S000005949, Chr XVI from 498096-499292, Genome Release 64-2-1, Verified ORF, Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase)', 'cytosolic enzyme that transfers an acetyl group from one acetyl-CoA molecule to another, forming a']",-1.266585344787579,19.70074787813757,20.96733322292515
836,['YEL021W'],"['>YEL021W URA3 SGDID:S000000747, Chr V from 116167-116970, Genome Release 64-2-1, Verified ORF, Orotidine-5-phosphate (OMP) decarboxylase', 'catalyzes the sixth enzymatic step in the de novo biosynthesis of pyrimidines, converting OMP into uridine monophosp']",-1.2518573040425736,25.032840443025986,26.28469774706856
580,['YDR023W'],"['>YDR023W SES1 SGDID:S000002430, Chr IV from 489508-490896, Genome Release 64-2-1, Verified ORF, Cytosolic seryl-tRNA synthetase', 'class II aminoacyl-tRNA synthetase that aminoacylates tRNA(Ser), displays tRNA-dependent amino acid recognition which enhances']",-1.2245243627532112,21.382476271096813,22.607000633850024
1434,['YIL051C'],"['>YIL051C MMF1 SGDID:S000001313, Chr IX from 258280-257843, Genome Release 64-2-1, reverse complement, Verified ORF, Mitochondrial protein required for transamination of isoleucine', 'but not of valine or leucine', 'may regulate specificity of branched-chain t']",-1.2217806132051052,21.698418114804113,22.92019872800922
173,['YBL002W'],"['>YBL002W HTB2 SGDID:S000000098, Chr II from 236492-236887, Genome Release 64-2-1, Verified ORF, Histone H2B', 'core histone protein required for chromatin assembly and chromosome function', 'nearly identical to HTB1', 'Rad6p-Bre1p-Lge1p mediated ubiquitination']",-1.2006084164915372,20.666570762819482,21.86717917931102
2108,['YML063W'],"['>YML063W RPS1B SGDID:S000004528, Chr XIII from 146482-147249, Genome Release 64-2-1, Verified ORF, Ribosomal protein 10 (rp10) of the small (40S) subunit', 'homologous to mammalian ribosomal protein S3A, no bacterial homolog', 'RPS1B has a paralog, RPS1A, tha']",-1.1743751625186825,23.314235822069215,24.488610984587897
1335,['YHR064C'],"['>YHR064C SSZ1 SGDID:S000001106, Chr VIII from 227141-225525, Genome Release 64-2-1, reverse complement, Verified ORF, Hsp70 protein that interacts with Zuo1p (a DnaJ homolog)', 'interacts with Zuo1p to form a ribosome-associated complex that binds the ribos']",-1.1620163237233356,22.070481311108267,23.232497634831603
1764,['YKL182W'],"['>YKL182W FAS1 SGDID:S000001665, Chr XI from 100671-106826, Genome Release 64-2-1, Verified ORF, Beta subunit of fatty acid synthetase', 'complex catalyzes the synthesis of long-chain saturated fatty acids', 'contains acetyltransacylase, dehydratase, enoyl red']",-1.1610578402694678,22.884461211477213,24.04551905174668
1606,['YJR009C'],"['>YJR009C TDH2 SGDID:S000003769, Chr X from 454681-453683, Genome Release 64-2-1, reverse complement, Verified ORF, Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 2', 'involved in glycolysis and gluconeogenesis', 'tetramer that catalyzes reaction of']",-1.0754898928413184,26.45859197393469,27.53408186677601
327,['YBR196C'],"['>YBR196C PGI1 SGDID:S000000400, Chr II from 613900-612236, Genome Release 64-2-1, reverse complement, Verified ORF, Glycolytic enzyme phosphoglucose isomerase', 'catalyzes the interconversion of glucose-6-phosphate and fructose-6-phosphate', 'required for cel']",-1.0065440212411332,23.405095746480935,24.41163976772207
1168,['YGR086C'],"['>YGR086C PIL1 SGDID:S000003318, Chr VII from 650617-649598, Genome Release 64-2-1, reverse complement, Verified ORF, Eisosome core component', 'eisosomes are large immobile cell cortex structures associated with endocytosis', 'detected in phosphorylated state']",-1.0021220678072282,22.681231547537962,23.68335361534519
